customer_id,order_id,customer_name,email,phone,city,region,customer_segment,product_category,product_name,quantity,unit_price,discount_pct,total_amount,payment_method,order_status,order_date,delivery_date,satisfaction_score,is_vip,consent_flag,source_system,last_update,secondary_email,notes
C10073,O200429,Imane Labser,imane.labser99@gmail.com,+212668087603,agadir,Souss-Massa,Enterprise,Electronics,Phone,1,1070.1,5,1016.59,eWallet,Pending,31/10/2025,,,N,N,WebShop,11-23-2025,,
C10293,O200462,Meryem Mansouri,meryem.mansouri6@yahoo.com,+212647743490,,Marrakesh-Safi,Student,Grocery,Rice,4,1402.94,15,4770.0,Wallet,Canceled,2026/02/03 05:17:00,12/02/2026,1,N,Yes,CRM_B,2026-02-24,,
C10216,O201007,Salma Idrissi,salma.idrissi10 at yahoo.com,+212654379937,Tanger,Tangier-Tetouan-Al Hoceima,SME,Beauty,Shampoo,1,2274.86,20,1819.89,cash,delivered,2025/01/10 06:51:00,2025/01/12 06:51:00,,Yes,Y,ERP_A,2025/01/16 06:51:00,,
C10179,O200093,Zakaria El Amrani,zakaria.el31@yahoo.com,+212674549904,Tangier,Tangier-Tetouan-Al Hoceima,Student,Grocery,Dates,1,1440.0,0,1440.0,eWallet,delivered,11-06-2025,11-15-2025,5,0,Y,ERP_A,18/11/2025,,Late delivery complaint
C10208,O201207,Youssef Tazi,youssef.tazi10@yahoo.com,+212642939685,Marrakech,Marrakesh-Safi,SME,Home,Desk,4,1034.29,0,4137.16,Credit Card,Cancelled,02-04-2025,07/02/2025,4,Y,No,CRM_B,2025/02/17 04:56:00,backup@example.com,Late delivery complaint
C10025,O200673,Omar Bennani,omar.bennani17@company.ma,+212651354278,Fez,Fes-Meknes,SME,Beauty,Shampoo,2,2713.45,0,5426.9,Bank Transfer,Pending,06-23-2025,06-25-2025,1,N,No,MobileApp,2025/07/18 16:34:00,,
C10079,O200881,Khadija Jabri,khadija.jabri90@outlook.com,+212639636057,agadir,Souss-Massa,SME,Home,Lamp,1,850.31,20,680.25,Transfer,returned,2025-10-14,10-21-2025,,No,No,CRM_B,2025/10/30 19:17:00,backup@example.com,VIP client
C10341,O201058,Khadija Rahmani,khadija.rahmani1@yahoo.com,+212680869782,Marrakesh,Marrakesh-Safi,Student,Home,Desk,1,4758.53,0,4758.53,eWallet,Pending,11-06-2025,2025-11-09,4,N,Yes,MobileApp,2025-12-06,,
C10033,O200226,Imane Labser,imane.labser45@company.ma,+212686850142,N/A,Rabat-Sale-Kenitra,Retail,Home,Chair,5,311.75,10,701.44,Credit Card,returned,17/11/2025,2025/11/19 13:04:00,1,1,No,MobileApp,2025-12-01,imane.labser45@company.ma,Address unclear
C10048,O201087,Amina Rahmani,amina.rahmani83@gmail.com,+212662720465,casa,Casablanca-Settat,Student,Fashion,Bag,1,1760.43,5,1672.41,Bank Transfer,Delivered,2025/10/20 01:23:00,10-23-2025,2,1,Y,WebShop,2025/11/07 01:23:00,,
C10329,O200576,Amine Mansouri,amine.mansouri80@yahoo.com,+212641552166,Agadir  ,Souss-Massa,Enterprise,Home,Shelf,1,249.19,20,199.35,Bank Transfer,RETURNED,2025/04/30 04:55:00,05-03-2025,,N,True,ERP_A,2025-05-15,,VIP client
C10033,O200335,Imane Labser,imane.labser45@company.ma,+212686850142,Rabat,Rabat-Sale-Kenitra,Student,Fashion,T-Shirt,5,1094.67,15,4652.35,cash,PENDING,09-01-2025,09/09/2025,2,Y,True,ERP_A,2025/09/02 03:17:00,,
C10061,O200986,Mehdi Tazi,mehdi.tazi39@outlook.com,+212608240084,agadir,Souss-Massa,Retail,Electronics,Monitor,1,2808.23,15,2387.0,cash,DELIVERED,2025/08/16 16:47:00,17/08/2025,2,N,N,ERP_A,29/08/2025,,Late delivery complaint
C10026,O200303,Mehdi Boukili,mehdi.boukili85@company.ma,+212612411824,Casablanca,Casablanca-Settat,Enterprise,Grocery,Dates,2,3512.79,0,7025.58,eWallet,delivered,04-24-2025,2025-05-02,1,Y,Y,WebShop,16/05/2025,,Address unclear
C10226,O201155,Aya Labser,aya.labser3@gmail.com,+212651238282,casablanca,Casablanca-Settat,Student,Fashion,Bag,4,3609.61,15,12272.67,Wallet,cancelled,04-30-2025,05-09-2025,2,No,No,WebShop,15/05/2025,,
C10326,O200545,Amine El Amrani,amine.el89@outlook.com,+212675300119,Oujda,Oriental,Enterprise,Home,Shelf,2,4414.41,0,8828.82,CARD,RETURNED,2026-01-14,19/01/2026,5,No,No,MobileApp,01-20-2026,,
C10299,O201025,Amina Ait Lahcen,amina.ait69@company.ma,+212656467997,,Rabat-Sale-Kenitra,Student,Grocery,Rice,1,896.16,20,716.93,transfer,Returned,2025-06-29,01/07/2025,,Y,No,MobileApp,2025/07/05 00:48:00,,Late delivery complaint
C10320,O200580,Amine Bennani,amine.bennani38@company.ma,+212678985625,CASA,Casablanca-Settat,SME,Home,Lamp,2,-10.0,0,5150.1,cash,RETURNED,07/01/2025,2025/01/10 06:53:00,3,N,True,MobileApp,05/02/2025,,
C10213,O201232,Nadia Bennani,nadia.bennani58@yahoo.com,+212688861015,Marrakech,Marrakesh-Safi,Enterprise,Grocery,Rice,1,2578.75,20,2063.0,transfer,Canceled,02-12-2025,02-19-2025,,Y,Yes,MobileApp,2025-03-13,,
C10072,O200617,Imane Rahmani,imane.rahmani43@outlook.com,,Rabat,Rabat-Sale-Kenitra,Retail,Grocery,Olive Oil,1,1176.28,0,1176.28,card,cancelled,03-27-2025,2025/03/31 16:04:00,4,N,No,CRM_B,2025-04-21,,Address unclear
C10257,O200302,Hamza Sahli,hamza.sahli48@outlook.com,+212624105648,Tangier,Tangier-Tetouan-Al Hoceima,SME,Beauty,Perfume,2,4963.06,10,8933.51,cash,delivered,2025/11/19 20:09:00,11-23-2025,2,No,Yes,MobileApp,21/11/2025,,
C10335,O200280,Hamza Tazi,hamza.tazi31@yahoo.com,+212617797177,,Beni Mellal-Khenifra,SME,Home,Desk,5,3491.94,0,17459.7,Credit Card,DELIVERED,03-16-2025,2025-03-20,NA,No,N,MobileApp,14/04/2025,,VIP client
C10099,O200850,Youssef Mansouri,youssef.mansouri3@company.ma,+212624026811,,Fes-Meknes,SME,Home,Chair,4,3991.3,15,13570.42,Wallet,returned,2026/02/25 04:14:00,03-05-2026,,Y,No,MobileApp,11/03/2026,,Address unclear
C10033,O200761,Imane Labser,imane.labser45@company.ma,+212686850142, rabat,Rabat-Sale-Kenitra,Retail,Home,Shelf,-1,3438.37,20,13753.48,CARD,Returned,01/08/2025,2025-08-10,2,No,Y,MobileApp,08-16-2025,,Late delivery complaint
C10289,O200308,Anas Rahmani,anas.rahmani21@yahoo.com,+212601533688,MARRAKECH,Marrakesh-Safi,SME,Electronics,Laptop,4,2495.33,200,8983.19,wallet,Cancelled,2025-13-40,2025/09/28 02:10:00,2,Yes,True,CRM_B,2025/10/08 02:10:00,,Address unclear
C10274,O201035,Salma Cherkaoui,salma.cherkaoui79@gmail.com,+212699347687, marrakech ,Marrakesh-Safi,Retail,Fashion,Jacket,-1,4216.65,0,16866.6,Wallet,PENDING,2025-08-03,2025-08-04,4,0,Yes,WebShop,2025/09/02 17:36:00,,
C10099,O201144,Youssef Mansouri,youssef.mansouri3@company.ma,+212624026811,Fes,Fes-Meknes,Student,Electronics,Headphones,1,336.48,15,286.01,Transfer,delivered,23/12/2025,27/12/2025,1,Yes,No,WebShop,2026/01/07 17:30:00,,
C10099,O201144,Youssef Mansouri,youssef.mansouri3@company.ma,+212624026811,Fes,Fes-Meknes,Student,Electronics,Headphones,1,336.48,15,286.01,Transfer,delivered,23/12/2025,27/12/2025,1,Yes,No,WebShop,2026/01/07 17:30:00,,
C10178,O201170,Amine Boukili,amine.boukili66@yahoo.com, ,khouribga,Beni Mellal-Khenifra,Enterprise,Fashion,Shoes,1,3561.53,0,-3561.53,eWallet,pending,2025-06-21,22/06/2025,1,N,Y,WebShop,2025-06-26,,VIP client
C10044,O201010,Imane Jabri,imane.jabri20@outlook.com,+212636231665,RABAT,Rabat-Sale-Kenitra,Enterprise,Home,Chair,4,1142.16,15,3883.34,card,RETURNED,2025/01/25 09:49:00,,4,N,False,MobileApp,02-20-2025,,Address unclear
C10300,O200283,Sara Alaoui,sara.alaoui19@yahoo.com,+212699606530,Tanger,Tangier-Tetouan-Al Hoceima,Retail,Beauty,Soap,2,3480.88,0,6956.76,wallet,Pending,2026-02-11,2026/02/18 18:11:00,3,Yes,N,CRM_B,23/02/2026,,Late delivery complaint
C10087,O201119,Meryem Naciri,,+212669594406,OUJDA,Oriental,Enterprise,Home,Shelf,1,218.12,20,174.5,Wallet,Canceled,2026/02/12 13:20:00,2026/02/17 13:20:00,4,1,False,WebShop,2026-02-14,,Address unclear
C10143,O200220,Sara Bennani,sara.bennani66@company.ma,+212620297021,khouribga,Beni Mellal-Khenifra,SME,Fashion,Jacket,1,4088.75,15,3475.44,Transfer,Canceled,05/06/2025,2025-06-09,NA,0,Yes,CRM_B,2025-07-01,,
C10313,O200721,Amine Labser,amine.labser17@yahoo.com,+212648251353, rabat,Rabat-Sale-Kenitra,SME,Fashion,Jacket,2,3184.39,0,6368.78,Wallet,PENDING,2025-12-16,2025-12-26,5,Yes,N,WebShop,2025/12/24 17:47:00,,
C10157,O200168,Omar Labser,omar.labser19@@outlook.com,+212610469632,oujda,Oriental,Student,Electronics,Phone,1,3465.78,20,2772.62,transfer,cancelled,2025-12-10,12-19-2025,,1,N,CRM_B,2025-12-10,,
C10023,O200806,Omar Jabri,omar.jabri80@gmail.com,+212616998543,Fez,Fes-Meknes,Enterprise,Fashion,Bag,1,54.32,10,48.89,Card,Delivered,2025-03-14,2025/03/20 04:54:00,,N,False,CRM_B,2025-03-27,,Late delivery complaint
C10336,O200189,  Imane Bennani  ,imane.bennani14@gmail.com,+212666088019,oujda,Oriental,SME,Beauty,Soap,2,3107.76,10,5593.97,card,Pending,2025-07-04,2025/07/11 22:43:00,2,Yes,False,ERP_A,31/07/2025,,
C10248,O200103,Amina El Amrani,amina.el45@yahoo.com,+212632697311,marrakech,Marrakesh-Safi,Student,Electronics,Laptop,1,4263.17,0,4263.17,Transfer,DELIVERED,2025/05/10 04:39:00,2025/05/15 04:39:00,2,1,False,CRM_B,2025-05-21,,Address unclear
C10125,O200678,Youssef Mansouri,youssef.mansouri28@outlook.com, ,Tanger,Tangier-Tetouan-Al Hoceima,SME,Grocery,Olive Oil,3,479.9,15,1223.74,eWallet,Delivered,2025-09-22,09-25-2025,4,No,True,WebShop,02/10/2025,youssef.mansouri28@outlook.com,VIP client
C10213,O200642,Nadia Bennani,nadia.bennani58@yahoo.com,+212688861015,Marrakesh,Marrakesh-Safi,Student,Grocery,Rice,3,4180.62,0,12541.86,Bank Transfer,Cancelled,08-19-2025,08-20-2025,5,No,No,ERP_A,2025/08/26 08:19:00,,
C10301,O200847,Rania Jabri,rania.jabri3@company.ma,+212654447132, tangier ,Tangier-Tetouan-Al Hoceima,Enterprise,Electronics,Headphones,1,1948.64,20,1558.91,Cash,pending,2025-05-27,2025-06-01,NA,Yes,Y,WebShop,2025-06-02,,
C10121,O201097,Hamza Alaoui,hamza.alaoui14@yahoo.com,+212651820377,casa,Casablanca-Settat,Retail,Grocery,Coffee,3,3087.24,0,9261.72,Transfer,DELIVERED,16/11/2025,21/11/2025,4,0,False,WebShop,11-20-2025,,Late delivery complaint
C10080,O200485,Meryem Idrissi,meryem.idrissi5@yahoo.com,+212628951718,MARRAKECH,Marrakesh-Safi,SME,Home,Shelf,1,4267.69,10,3840.92,eWallet,Cancelled,12-06-2025,15/12/2025,3,N,Y,WebShop,2025/12/15 05:20:00,meryem.idrissi5@yahoo.com,
C10151,O200918,Hamza Jabri,hamza.jabri67@gmail.com,+212624225358,Casa  ,Casablanca-Settat,Retail,Fashion,T-Shirt,1,3023.21,0,3023.21,wallet,pending,2025-07-21,2025-07-27,1,N,No,CRM_B,31/07/2025,,
C10038,O200012,Mehdi Tazi,, ,Khouribga  ,Beni Mellal-Khenifra,Student,Electronics,Phone,4,3855.23,0,15420.92,eWallet,pending,2025/01/19 17:16:00,2025-01-28,4,No,No,WebShop,04/02/2025,,VIP client
C10125,O200090,Youssef Mansouri,youssef.mansouri28@outlook.com,+212657332214,Tangier,Tangier-Tetouan-Al Hoceima,Student,Home,Chair,2,3081.78,0,6163.56,eWallet,Delivered,04/10/2025,2025-10-07,4,Yes,N,ERP_A,2025/10/09 14:03:00,,VIP client
C10215,O200356,Amine Rahmani,amine.rahmani18@outlook.com,+212644472126,Khouribga,Beni Mellal-Khenifra,Retail,Electronics,Phone,5,888.85,0,4444.25,Transfer,delivered,2025/10/30 12:15:00,11-09-2025,3,No,Yes,MobileApp,11-09-2025,,
C10194,O200718,Sara Sahli,sara.sahli72@yahoo.com,+212682634351,Khouribga  ,Beni Mellal-Khenifra,SME,Electronics,Phone,5,2494.7,200,11226.15,eWallet,RETURNED,2025/09/10 12:34:00,not delivered,,No,Y,CRM_B,2025/09/25 12:34:00,,
C10250,O200454,Samir Boukili,samir.boukili85@gmail.com,+212643898364,Tanger,Tangier-Tetouan-Al Hoceima,Retail,Beauty,Shampoo,2,4432.52,0,8865.04,CARD,DELIVERED,01-29-2026,02-04-2026,2,No,No,MobileApp,2026-02-04,,VIP client
C10267,O200510,Imane Jabri,imane.jabri41@company.ma,+212674313291,Khouribga  ,Beni Mellal-Khenifra,Student,Grocery,Dates,5,1636.73,15,6956.1,Transfer,Delivered,03/06/2025,08/06/2025,,N,No,CRM_B,29/06/2025,,Address unclear
C10330,O200314,Khadija Labser,khadija.labser54@yahoo.com,+212621202169,N/A,Beni Mellal-Khenifra,Enterprise,Grocery,Coffee,-1,3644.75,20,2915.8,Card,DELIVERED,01-07-2025,2025/01/14 19:06:00,1,No,Yes,CRM_B,01-11-2025,,
C10174,O201126,Anas Rahmani,anas.rahmani84@yahoo.com,+212634540193,OUJDA,Oriental,Retail,Electronics,Headphones,5,3393.55,0,8483.88,eWallet,PENDING,03/07/2025,2025-07-05,3,0,Y,WebShop,12/07/2025,,
C10332,O200544,Anas Cherkaoui,anas.cherkaoui34@gmail.com,+212650899358,casablanca,Casablanca-Settat,SME,Grocery,Dates,2,3440.63,5,6537.2,Bank Transfer,returned,2025-08-19,08-27-2025,2,N,No,WebShop,28/08/2025,,
C10190,O200203,Sara Cherkaoui,sara.cherkaoui95@outlook.com,+212606738302,Casablanca,Casablanca-Settat,Enterprise,Fashion,T-Shirt,1,276.76,15,235.25,wallet,PENDING,05/03/2025,15/03/2025,5,1,Y,CRM_B,14/03/2025,,
C10260,O200630,MERYEM JABRI,meryem.jabri5@outlook.com,+212686353654,Marrakesh,Marrakesh-Safi,Student,Fashion,Bag,4,294.38,10,1059.77,Cash,Returned,2025-06-03,06-06-2025,1,0,N,WebShop,2025-06-16,,VIP client
C10264,O200784,Zakaria Sahli,zakaria.sahli43@gmail.com,+212606413836,Agadir  ,Souss-Massa,Enterprise,Grocery,Coffee,1,3812.04,10,3430.84,wallet,RETURNED,08/01/2025,18/01/2025,2,No,No,ERP_A,01-22-2025,,
C10174,O200558,Anas Rahmani,anas.rahmani84@yahoo.com,+212634540193,OUJDA,Oriental,Retail,Beauty,Shampoo,1,2930.46,20,2344.37,Card,DELIVERED,2025-08-24,08-30-2025,2,No,No,ERP_A,09-15-2025,,
C10305,O200091,Khadija Sahli,khadija.sahli88@gmail.com,+212603579727,Khouribga,Beni Mellal-Khenifra,Student,Beauty,Soap,3,1589.71,20,3815.3,eWallet,Pending,04-12-2025,04-21-2025,,0,Yes,MobileApp,04-21-2025,,
C10203,O201235,Youssef El Amrani,youssef.el3@gmail.com,+212684840862,Khouribga,Beni Mellal-Khenifra,Student,Home,Desk,4,4637.11,5,17621.02,CARD,pending,06/10/2025,2025/10/12 16:57:00,4,No,No,CRM_B,19/10/2025,,
C10160,O200524,Mehdi Sahli,mehdi.sahli56@gmail.com,+212624565060,casablanca,Casablanca-Settat,Retail,Electronics,Laptop,3,3599.12,15,9177.76,CARD,returned,11/10/2025,10-16-2025,5,N,No,ERP_A,2025/10/28 07:29:00,,
C10121,O200945,Hamza Alaoui,hamza.alaoui14@yahoo.com,+212651820377,Casablanca,Casablanca-Settat,Retail,Fashion,Bag,1,4235.46,0,4235.46,eWallet,Delivered,08-21-2025,2025-08-25,,N,False,WebShop,27/08/2025,,VIP client
C10146,O200748,Meryem Jabri,meryem.jabri34@company.ma,+212673947312, rabat,Rabat-Sale-Kenitra,Student,Grocery,Rice,1,4206.36,10,3785.72,Wallet,Delivered,10/04/2025,04-16-2025,,0,No,WebShop,2025-05-06,,
C10048,O200569,Amina Rahmani,amina.rahmani83@gmail.com,+212662720465,,Casablanca-Settat,Student,Grocery,Rice,3,443.29,5,1263.38,wallet,pending,2025/08/25 19:57:00,2025/08/30 19:57:00,,No,Yes,WebShop,2025/09/01 19:57:00,,
C10160,O200568,Mehdi Sahli,mehdi.sahli56@gmail.com,+212624565060,CASA,Casablanca-Settat,Enterprise,Grocery,Olive Oil,3,2903.01,0,-8709.03,COD,Pending,12-24-2025,27/12/2025,4,1,Yes,MobileApp,2026/01/09 06:57:00,backup@example.com,VIP client
C10342,O200923,Amina Alaoui,amina.alaoui50@gmail.com,+212699586693, marrakech ,Marrakesh-Safi,Retail,Fashion,Jacket,3,734.12,20,1761.89,wallet,delivered,06-10-2025,06-12-2025,NA,Yes,Yes,WebShop,06-21-2025,,
C10291,O200541,KARIM EL AMRANI,karim.el38@gmail.com,+212697310324,Khouribga  ,Beni Mellal-Khenifra,SME,Electronics,Laptop,3,4303.06,0,12909.18,CARD,Returned,2025/03/31 11:29:00,04/04/2025,3,1,No,ERP_A,2025-04-20,backup@example.com,Address unclear
C10049,O200474,Hajar Cherkaoui,hajar.cherkaoui98@company.ma, ,agadir,Souss-Massa,Enterprise,Fashion,Shoes,5,4500.01,5,21375.05,transfer,returned,21/01/2026,26/01/2026,,N,True,WebShop,2026/02/09 07:48:00,,
C10221,O200184,Anas Ait Lahcen,anas.ait58@gmail.com,+212697968868,khouribga,Beni Mellal-Khenifra,Enterprise,Fashion,Jacket,3,3340.98,20,8018.35,wallet,cancelled,2025/07/08 16:12:00,16/07/2025,5,N,N,ERP_A,2025/07/27 16:12:00,anas.ait58@gmail.com,
C10254,O200597,Nour Boukili,nour.boukili11@company.ma,+212641832856,MARRAKECH,Marrakesh-Safi,Retail,Fashion,Bag,1,3553.71,15,3020.65,Wallet,Canceled,2025-07-08,07-10-2025,5,0,Yes,MobileApp,2025/07/10 20:34:00,,
C10261,O200574,Aya Boukili,aya.boukili65@gmail.com,+212602380617,Agadir,Souss-Massa,Retail,Electronics,Laptop,5,356.83,0,1784.15,Cash,Canceled,03-13-2025,2025-03-22,3,Yes,Y,MobileApp,03-28-2025,,
C10337,O201221,Samir Rahmani,samir.rahmani84@outlook.com,+212675503758,Tangier,Tangier-Tetouan-Al Hoceima,Student,Grocery,Dates,5,505.92,10,2276.64,Wallet,returned,02-06-2026,02-13-2026,,1,Y,MobileApp,18/02/2026,,VIP client
C10298,O200097,Hamza Cherkaoui,hamza.cherkaoui15@yahoo.com,+212662299911,casablanca,Casablanca-Settat,Enterprise,Electronics,Monitor,1,4268.43,0,4268.43,Transfer,Cancelled,07-09-2025,07-10-2025,2,N,False,MobileApp,2025-07-31,,Late delivery complaint
C10066,O200463,Amine Tazi,amine.tazi21@gmail.com,+212606797403,Marrakech,Marrakesh-Safi,Student,Fashion,T-Shirt,5,3011.43,15,12798.58,Transfer,DELIVERED,12/06/2025,06-16-2025,3,0,True,MobileApp,2025/07/02 03:14:00,,
C10241,O201048,Hamza El Fassi,hamza.el59 at company.ma,+212675901751,Tanger,Tangier-Tetouan-Al Hoceima,Retail,Beauty,Shampoo,4,3184.73,15,10828.08,Card,RETURNED,05-19-2025,2025/05/21 21:14:00,,Y,False,CRM_B,05-29-2025,,
C10237,O200128,Khadija Labser,khadija.labser57@gmail.com,+212613395962,agadir,Souss-Massa,Enterprise,Electronics,Phone,4,4471.43,0,17885.72,COD,DELIVERED,09-29-2025,10-06-2025,3,0,True,ERP_A,2025/10/27 01:18:00,,
C10014,O201215,Samir Idrissi,samir.idrissi92@outlook.com,+212646578713,Fez,Fes-Meknes,Enterprise,Fashion,Jacket,3,980.37,0,2941.11,wallet,RETURNED,26/11/2025,06/12/2025,2,1,No,WebShop,2025-12-26,,Address unclear
C10082,O200903,Imane Naciri,,,khouribga,Beni Mellal-Khenifra,SME,Beauty,Cream,2,-10.0,0,5476.2,cash,PENDING,19/02/2025,2024-12-20,2,1,Y,ERP_A,2025-03-20,,
C10175,O200507,Nour El Fassi,nour.el54@outlook.com,+212620672400,Casablanca,Casablanca-Settat,Enterprise,Beauty,Cream,1,3918.49,5,3722.57,cash,Delivered,2025-11-25,2024-12-20,5,0,No,WebShop,12-04-2025,,
C10060,O201242,Omar El Fassi,omar.el28@outlook.com,+212674989413,Marrakech,Marrakesh-Safi,Enterprise,Beauty,Shampoo,4,874.02,0,3496.08,cash,pending,01-07-2025,2025/01/11 15:40:00,,0,No,MobileApp,2025/01/29 15:40:00,,
C10321,O200724,Rania Mansouri,rania.mansouri52@outlook.com,+212603323098,Fes,Fes-Meknes,Enterprise,Beauty,Shampoo,1,4634.54,0,4634.54,COD,cancelled,2025/09/04 19:30:00,2025-09-07,2,Y,Yes,ERP_A,2025/09/10 19:30:00,,VIP client
C10283,O200233,Zakaria Rahmani,zakaria.rahmani40@yahoo.com,+212642209690,MARRAKECH,Marrakesh-Safi,SME,Home,Desk,2,146.6,20,234.56,Credit Card,pending,05-15-2025,not delivered,4,No,Y,WebShop,2025-06-14,,
C10178,O200439,Amine Boukili,amine.boukili66@@yahoo.com,,Khouribga,Beni Mellal-Khenifra,Enterprise,Home,Chair,3,4282.65,20,10278.36,cash,Cancelled,12-10-2025,12-17-2025,,Yes,N,CRM_B,2025/12/26 11:46:00,,VIP client
C10212,O200344,Nadia El Fassi,nadia.el47@company.ma,+212611047541,khouribga,Beni Mellal-Khenifra,Student,Electronics,Phone,1,800.74,0,800.74,Transfer,Returned,23/02/2026,2026-03-05,5,N,True,CRM_B,21/03/2026,,VIP client
C10075,O200963,Omar El Amrani,omar.el40@outlook.com,,Fes,Fes-Meknes,Retail,Electronics,Laptop,1,4989.44,0,4989.44,Bank Transfer,Delivered,31/02/2025,19/01/2026,,No,Yes,ERP_A,01-16-2026,,
C10111,O201042,Omar Mansouri,omar.mansouri37@gmail.com,+212697840369,khouribga,Beni Mellal-Khenifra,Enterprise,Beauty,Cream,1,1960.57,20,1568.46,COD,returned,16/04/2025,04-20-2025,1,0,False,WebShop,05-13-2025,,
C10334,O200116,Youssef Rahmani,youssef.rahmani64@yahoo.com,+212621753540, marrakech ,Marrakesh-Safi,SME,Electronics,Monitor,1,1243.71,15,1057.15,CARD,PENDING,2025/03/08 00:11:00,2025-03-09,1,Yes,N,ERP_A,2025-03-10,,Address unclear
C10182,O200550,Nour Ait Lahcen,nour.ait88@outlook.com,+212691878519, fes,Fes-Meknes,SME,Home,Desk,2,1565.51,0,3131.02,wallet,cancelled,2025/07/05 19:58:00,07-11-2025,2,Y,Yes,WebShop,2025/08/02 19:58:00,,
C10316,O200049,Hajar Mansouri,hajar.mansouri19@yahoo.com,00212652175250,Khouribga,Beni Mellal-Khenifra,SME,Fashion,Shoes,1,1803.37,0,1803.37,Wallet,cancelled,26/12/2025,2025-12-28,,0,N,WebShop,2025-12-26,,Address unclear
C10166,O200910,  Salma Rahmani  ,salma.rahmani75@gmail.com,+212672896230,Fes,Fes-Meknes,Enterprise,Home,Lamp,4,3156.24,0,12624.96,CARD,cancelled,01-27-2026,2026/02/01 14:47:00,4,No,N,MobileApp,01-29-2026,,VIP client
C10224,O200835,Karim Idrissi,karim.idrissi45@outlook.com,00212607146112,Oujda,Oriental,Student,Grocery,Olive Oil,1,3489.44,0,3489.44,COD,delivered,2025/05/05 11:45:00,not delivered,3,Yes,Y,MobileApp,11/05/2025,,
C10223,O201074,Anas Bennani,anas.bennani34@gmail.com,+212638889937,Casablanca,Casablanca-Settat,Student,Beauty,Perfume,2,3622.98,0,7250.96,COD,returned,01-05-2026,,3,Yes,N,ERP_A,01-06-2026,,
C10082,O200711,Imane Naciri,N/A,+212678091343,N/A,Beni Mellal-Khenifra,Student,Electronics,Monitor,1,547.6,0,547.6,transfer,RETURNED,14/05/2025,2025/05/21 16:59:00,,1,No,MobileApp,2025-06-10,,
C10331,O200522,Rania Ait Lahcen,rania.ait79@outlook.com,+212665902771,oujda,Oriental,Enterprise,Home,Desk,1,1512.09,0,1512.09,cash,PENDING,10/11/2025,11-18-2025,5,N,False,MobileApp,2025/12/02 15:53:00,,VIP client
C10256,O200166,Samir Boukili,samir.boukili86@company.ma,+212621020275,CASA,Casablanca-Settat,SME,Electronics,Headphones,5,4427.44,0,11068.6,eWallet,pending,2025/11/04 03:49:00,2025-11-10,2,No,No,ERP_A,11-12-2025,,
C10278,O200914,Salma Sahli,salma.sahli74@outlook.com,+212665223955,casablanca,Casablanca-Settat,Student,Home,Lamp,2,1818.5,0,3637.0,COD,delivered,01-30-2026,01/01/2025,4,Y,True,CRM_B,02-07-2026,,
C10142,O200310,Samir El Fassi,samir.el89@outlook.com,+212675705964,Khouribga  ,Beni Mellal-Khenifra,SME,Home,Lamp,1,3226.37,0,3226.37,transfer,Canceled,2025-04-18,2025-04-19,1,0,False,WebShop,05-01-2025,,
C10072,O200955,Imane Rahmani,imane.rahmani43@outlook.com,+212667468071,RABAT,Rabat-Sale-Kenitra,Retail,Home,Chair,1,4029.15,0,4029.15,CARD,DELIVERED,2025/06/11 22:49:00,2025-06-16,2,1,N,ERP_A,2025/06/25 22:49:00,,
C10021,O200649,Khadija Labser,khadija.labser20@yahoo.com,+212634309805,Khouribga  ,Beni Mellal-Khenifra,Retail,Electronics,Monitor,2,58.46,0,116.92,Bank Transfer,delivered,2025/01/09 21:59:00,2025-01-15,,N,No,ERP_A,28/01/2025,,Late delivery complaint
C10028,O200848,Sara El Amrani,sara.el82@outlook.com,+212642786801,Agadir,Souss-Massa,Student,Grocery,Dates,-3,3302.62,5,6274.98,CARD,Cancelled,2025/04/26 03:58:00,04-27-2025,2,Yes,Y,ERP_A,28/04/2025,,Address unclear
C10013,O201002,Aya El Fassi,aya.el98@gmail.com,+212682278248,OUJDA,Oriental,Student,Beauty,Perfume,5,1032.07,5,4902.33,wallet,Cancelled,2026-01-16,2024-12-20,3,No,N,WebShop,17/01/2026,,VIP client
C10169,O200379,Imane Alaoui,imane.alaoui70@company.ma,+212654973348,Oujda,Oriental,SME,Electronics,Phone,1,3519.8,10,3167.82,COD,pending,2025/03/15 17:47:00,2025/03/23 17:47:00,,Y,N,ERP_A,03-18-2025,,
C10088,O200195,Salma El Amrani,salma.el37@yahoo.com,+212639533942,casablanca,Casablanca-Settat,Retail,Home,Desk,5,540.48,-5,2567.28,Card,Canceled,2025-09-10,14/09/2025,3,0,No,CRM_B,10-05-2025,,VIP client
C10089,O200134,Omar Jabri,N/A,+212609521456,CASA,Casablanca-Settat,Student,Home,Desk,2,619.91,0,1239.82,Cash,DELIVERED,22/10/2025,2025-10-27,3,Y,Y,CRM_B,11-08-2025,,Address unclear
C10243,O200984,Amina Naciri,amina.naciri88@@company.ma,+212600170127,OUJDA,Oriental,Retail,Electronics,Laptop,1,3761.05,5,3573.0,Wallet,DELIVERED,2026-01-18,2026-01-26,,N,Y,CRM_B,10/02/2026,,
C10179,O200393,Zakaria El Amrani,zakaria.el31@yahoo.com,+212674549904, tangier ,Tangier-Tetouan-Al Hoceima,SME,Grocery,Dates,2,3916.45,0,7832.9,eWallet,DELIVERED,01-11-2025,2025/01/15 01:01:00,4,Yes,N,MobileApp,2025-01-24,,Address unclear
